City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket,Date
Delhi,113.84,194.06,26.49,48.96,45.62,52.07,1.47,24.38,51.65,270.0,Poor,2019-03-21
Delhi,33.43,106.78,4.75,38.76,22.49,39.48,0.73,18.29,55.39,130.0,Moderate,2019-03-22
Delhi,41.76,115.93,3.76,37.07,20.79,39.26,0.77,15.69,65.23,110.0,Moderate,2019-03-23
Delhi,54.45,131.68,8.02,41.35,26.54,41.49,0.81,22.47,48.0,115.0,Moderate,2019-03-24
Delhi,62.54,141.98,6.94,42.88,26.45,41.2,0.96,24.05,38.09,124.0,Moderate,2019-03-25
Delhi,57.47,140.35,5.82,43.37,25.83,36.48,0.81,27.71,74.17,119.0,Moderate,2019-04-01
Delhi,75.69,178.97,33.22,78.16,66.65,39.72,1.17,29.06,56.65,174.0,Moderate,2019-04-02
Delhi,68.3,163.77,32.84,73.87,64.11,42.17,1.29,16.44,56.67,195.0,Moderate,2019-04-03
Delhi,121.46,274.26,59.13,85.74,91.93,50.12,1.99,33.76,108.76,239.0,Poor,2019-04-04
Delhi,109.59,270.64,33.69,76.21,66.07,53.37,2.54,25.08,44.16,265.0,Poor,2019-04-05
Delhi,100.38,304.23,37.82,62.72,62.18,44.67,1.43,29.83,57.29,240.0,Poor,2019-04-06
Delhi,122.64,302.66,34.02,61.97,58.71,57.54,1.3,23.7,39.53,297.0,Poor,2019-04-07
Delhi,62.2,286.05,21.51,62.37,48.73,44.2,1.04,19.11,48.44,235.0,Poor,2019-04-08
Delhi,68.78,198.64,41.78,71.86,70.29,42.15,1.42,28.82,52.52,221.0,Poor,2019-04-09
Delhi,102.67,241.4,41.38,73.78,71.02,45.79,1.92,27.68,71.97,254.0,Poor,2019-04-10
Delhi,55.77,198.38,18.79,63.87,47.31,41.05,1.08,22.31,52.04,189.0,Moderate,2019-04-11
Delhi,48.59,212.49,13.23,53.86,37.3,41.36,0.98,17.66,62.65,169.0,Moderate,2019-04-12
Delhi,41.55,151.03,8.55,53.17,33.25,36.59,0.82,24.91,53.37,148.0,Moderate,2019-04-13
Delhi,38.79,151.92,7.72,52.58,32.25,34.33,0.84,21.88,50.78,150.0,Moderate,2019-04-14
Delhi,44.29,168.96,13.59,54.35,38.0,32.91,1.15,17.81,49.66,143.0,Moderate,2019-04-15
Delhi,45.56,199.8,9.42,45.79,30.04,35.99,0.94,18.32,47.47,185.0,Moderate,2019-04-16
Delhi,15.79,49.43,7.83,43.77,27.68,31.3,0.73,10.61,53.85,99.0,Satisfactory,2019-04-17
Delhi,30.39,80.8,7.9,52.97,32.63,29.41,0.86,19.08,69.28,131.0,Moderate,2019-04-18
Delhi,58.81,129.9,30.27,68.48,59.1,33.45,1.13,24.43,62.98,149.0,Moderate,2019-04-19
Delhi,79.76,163.31,21.39,72.88,54.19,32.46,1.34,22.66,74.25,196.0,Moderate,2019-04-20
Delhi,74.86,174.19,37.54,81.51,71.94,34.48,1.49,19.92,72.76,193.0,Moderate,2019-04-21
Delhi,101.73,240.5,47.39,98.92,89.27,43.68,2.11,37.0,83.5,210.0,Poor,2019-04-22
Delhi,85.94,235.29,17.9,84.97,57.87,48.94,2.15,23.67,72.35,242.0,Poor,2019-04-23
Delhi,72.33,260.04,15.35,88.45,57.55,43.12,1.33,23.1,67.63,216.0,Poor,2019-04-24
Delhi,77.57,275.95,7.1,69.11,40.52,48.3,1.02,23.69,72.37,223.0,Poor,2019-04-25
Delhi,66.14,202.07,42.38,77.19,73.62,37.98,1.28,26.58,61.35,213.0,Poor,2019-04-26
Delhi,54.4,237.19,8.43,43.72,28.12,34.82,0.56,27.4,56.98,182.0,Moderate,2019-04-27
Delhi,59.43,230.31,12.63,42.17,30.73,34.06,0.66,25.59,61.22,192.0,Moderate,2019-04-28
Delhi,71.81,237.32,16.46,57.96,47.55,36.67,1.04,33.06,52.36,190.0,Moderate,2019-04-29
Delhi,79.28,262.68,43.77,75.86,73.96,41.42,1.18,39.05,59.34,203.0,Poor,2019-04-30
Delhi,113.61,326.14,20.04,75.93,54.59,46.19,1.3,47.42,64.15,251.0,Poor,2019-05-01
Delhi,65.72,253.67,11.51,52.01,35.04,42.61,0.81,31.29,63.16,243.0,Poor,2019-05-02
Delhi,45.79,145.32,15.76,49.66,37.25,36.79,0.69,26.88,72.26,189.0,Moderate,2019-05-03
Delhi,71.85,170.3,37.34,61.43,61.12,41.33,0.92,24.64,51.75,185.0,Moderate,2019-05-04
Delhi,110.24,251.96,36.16,65.42,62.24,41.55,1.67,26.87,59.36,212.0,Poor,2019-05-06
Delhi,109.74,320.89,64.01,62.89,83.65,45.05,2.08,30.46,35.01,275.0,Poor,2019-05-07
Delhi,110.67,344.41,52.97,58.6,70.59,44.15,2.06,28.46,39.88,304.0,Very Poor,2019-05-08
Delhi,117.64,373.6,44.1,56.16,63.82,41.1,1.34,28.87,48.15,306.0,Very Poor,2019-05-09
Delhi,63.46,279.08,9.54,40.24,27.17,34.25,0.59,22.64,54.85,275.0,Poor,2019-05-10
Delhi,88.51,288.26,13.83,45.64,33.54,35.61,0.78,34.02,69.57,248.0,Poor,2019-05-11
Delhi,141.21,394.63,7.2,42.43,26.44,37.36,0.9,26.6,71.01,309.0,Very Poor,2019-05-12
Delhi,167.11,332.58,21.17,62.6,48.64,36.29,1.3,45.56,52.86,351.0,Very Poor,2019-05-13
Delhi,41.47,100.94,11.86,42.64,30.34,37.9,0.71,21.46,69.47,222.0,Poor,2019-05-14
Delhi,78.55,181.25,38.98,72.18,68.17,40.48,1.24,46.34,41.5,156.0,Moderate,2019-05-15
Delhi,65.05,232.39,37.54,56.28,58.58,38.19,1.07,32.3,55.15,173.0,Moderate,2019-05-16
Delhi,63.4,294.42,26.09,46.13,43.86,35.52,0.96,28.99,52.51,227.0,Poor,2019-05-17
Delhi,33.59,82.39,5.83,34.13,20.91,37.27,0.58,21.82,57.1,162.0,Moderate,2019-05-18
Delhi,85.22,152.38,11.36,46.97,32.25,32.26,0.97,18.32,74.79,172.0,Moderate,2019-05-19
Delhi,84.31,179.85,39.53,60.87,62.52,31.26,1.15,18.44,69.69,202.0,Poor,2019-05-20
Delhi,67.81,157.38,16.06,50.93,38.19,29.01,0.81,23.42,71.13,198.0,Moderate,2019-05-21
Delhi,56.84,171.6,25.01,62.53,52.02,29.04,1.16,19.81,35.19,132.0,Moderate,2019-05-22
Delhi,73.24,187.24,32.02,56.36,54.07,27.05,1.11,30.91,55.22,209.0,Poor,2019-05-23
Delhi,36.17,106.94,20.65,40.94,36.6,32.57,0.88,18.16,32.35,134.0,Moderate,2019-05-24
Delhi,32.3,95.43,4.82,31.53,18.7,30.77,0.64,22.05,57.12,113.0,Moderate,2019-05-25
Delhi,46.21,113.45,7.27,38.08,24.2,25.36,0.72,27.98,74.88,138.0,Moderate,2019-05-26
Delhi,50.43,136.4,27.46,56.29,50.33,26.04,0.98,27.36,79.4,167.0,Moderate,2019-05-27
Delhi,56.23,150.65,19.59,58.57,45.12,28.34,0.94,28.2,82.74,182.0,Moderate,2019-05-28
Delhi,57.99,155.34,23.48,61.85,50.08,27.65,1.14,32.13,67.8,196.0,Moderate,2019-05-29
Delhi,71.76,203.74,53.54,62.17,74.68,39.15,1.88,30.0,58.83,199.0,Moderate,2019-05-30
Delhi,75.6,301.06,23.51,50.24,43.94,36.82,1.44,30.76,51.1,201.0,Poor,2019-05-31
Delhi,76.14,253.91,33.27,54.07,53.88,44.72,1.5,33.16,63.37,241.0,Poor,2019-06-01
Delhi,59.59,207.94,4.8,31.53,18.69,43.42,0.82,27.9,57.26,191.0,Moderate,2019-06-02
Delhi,49.17,283.91,4.91,30.25,18.09,36.43,0.68,23.27,56.4,208.0,Poor,2019-06-03
Delhi,40.55,150.74,5.93,39.69,23.95,29.59,0.77,26.53,69.96,190.0,Moderate,2019-06-04
Delhi,61.89,201.45,11.17,49.9,33.66,29.43,1.03,32.4,75.0,192.0,Moderate,2019-06-05
Delhi,55.23,198.66,16.1,41.64,33.26,27.99,0.8,32.82,74.41,207.0,Poor,2019-06-06
Delhi,46.36,136.01,5.32,36.62,21.8,28.18,0.7,31.43,78.63,199.0,Moderate,2019-06-07
Delhi,64.57,169.11,9.75,50.8,32.96,30.84,1.19,25.52,58.76,197.0,Moderate,2019-06-08
Delhi,85.53,224.33,36.18,69.02,64.21,29.0,2.16,34.44,77.38,204.0,Poor,2019-06-09
Delhi,62.09,186.0,30.55,61.09,55.39,27.9,1.34,27.16,52.0,196.0,Moderate,2019-06-10
Delhi,91.48,484.56,29.07,52.66,49.8,29.4,1.4,19.68,38.44,319.0,Very Poor,2019-06-11
Delhi,42.19,236.89,8.25,32.04,21.76,33.56,0.62,20.86,64.43,168.0,Moderate,2019-06-12
Delhi,42.22,175.74,13.42,44.37,32.55,29.85,0.74,23.02,57.14,175.0,Moderate,2019-06-13
Delhi,45.15,158.92,14.25,38.15,29.92,24.24,0.8,20.01,77.42,174.0,Moderate,2019-06-14
Delhi,60.64,224.82,30.59,52.2,50.71,26.85,1.0,27.95,70.68,199.0,Moderate,2019-06-15
Delhi,30.76,139.59,4.14,20.32,12.19,27.41,0.41,13.91,52.06,164.0,Moderate,2019-06-16
Delhi,35.57,127.3,5.04,29.0,17.53,27.1,0.51,18.57,22.49,110.0,Moderate,2019-06-17
Delhi,27.93,73.94,9.58,37.19,25.58,29.11,0.62,13.78,32.89,99.0,Satisfactory,2019-06-18
Delhi,65.88,194.21,15.06,46.54,35.05,35.8,0.79,19.73,49.04,169.0,Moderate,2019-06-19
Delhi,37.56,120.97,7.8,35.02,22.97,32.15,0.63,16.79,64.16,186.0,Moderate,2019-06-20
Delhi,64.5,185.26,8.58,51.2,32.23,32.15,0.91,12.03,66.26,158.0,Moderate,2019-06-21
Delhi,53.02,145.01,5.78,48.83,28.67,31.32,0.72,13.57,87.38,215.0,Poor,2019-06-22
Delhi,30.09,111.01,4.75,21.16,13.14,32.97,0.53,10.42,58.14,138.0,Moderate,2019-06-23
Delhi,15.53,68.38,5.5,20.95,13.62,30.32,0.52,15.82,35.32,89.0,Satisfactory,2019-06-24
Delhi,42.15,104.92,6.55,35.1,22.01,30.32,0.74,22.6,66.7,151.0,Moderate,2019-06-25
Delhi,58.98,139.54,6.89,42.78,26.37,29.45,0.84,21.04,57.86,151.0,Moderate,2019-06-26
Delhi,58.07,191.34,12.68,39.92,29.64,30.81,0.82,16.21,66.86,142.0,Moderate,2019-06-27
Delhi,58.14,206.38,11.57,38.55,27.95,29.93,0.76,15.21,46.24,173.0,Moderate,2019-06-28
Delhi,47.17,229.29,6.07,30.42,19.13,27.86,0.6,11.54,41.44,184.0,Moderate,2019-06-29
Delhi,53.19,261.16,5.83,25.43,15.15,34.18,0.85,14.91,50.04,194.0,Moderate,2019-06-30
Delhi,41.69,164.91,5.64,32.51,19.89,33.44,0.65,14.4,76.76,202.0,Poor,2019-07-01
Delhi,56.17,227.25,5.13,30.52,18.4,36.82,0.62,17.38,49.83,175.0,Moderate,2019-07-02
Delhi,29.17,100.61,8.25,30.41,20.91,40.03,0.54,17.2,18.88,139.0,Moderate,2019-07-03
Delhi,30.16,90.51,16.61,35.46,30.39,37.44,0.92,17.82,12.32,92.0,Satisfactory,2019-07-04
Delhi,45.3,89.36,21.93,37.8,35.98,47.73,1.0,15.08,6.28,93.0,Satisfactory,2019-07-05
Delhi,24.9,63.01,13.84,40.75,30.96,38.93,0.68,17.75,14.95,70.0,Satisfactory,2019-07-06
Delhi,33.57,73.8,8.87,34.96,23.81,34.0,0.78,17.23,30.04,73.0,Satisfactory,2019-07-07
Delhi,42.24,126.81,8.88,38.75,25.87,33.72,0.77,18.63,24.98,104.0,Moderate,2019-07-08
Delhi,38.34,111.57,9.57,34.72,24.28,31.33,0.63,18.82,19.56,112.0,Moderate,2019-07-09
Delhi,57.02,245.11,13.62,31.48,25.85,30.1,0.72,17.43,10.09,128.0,Moderate,2019-07-10
Delhi,57.67,338.05,12.38,27.86,22.91,28.91,1.29,10.92,16.0,274.0,Poor,2019-07-11
Delhi,53.2,317.25,9.78,27.01,20.31,30.59,0.61,10.32,10.06,263.0,Poor,2019-07-12
Delhi,49.4,285.27,8.94,27.06,19.7,26.88,0.46,11.06,16.64,279.0,Poor,2019-07-13
Delhi,48.52,290.06,7.44,26.16,17.98,23.82,0.49,14.13,18.59,225.0,Poor,2019-07-14
Delhi,32.53,141.0,13.98,33.61,27.29,23.56,0.71,17.41,21.84,179.0,Moderate,2019-07-15
Delhi,26.85,83.51,10.44,33.99,24.6,26.85,0.55,13.46,16.32,111.0,Moderate,2019-07-16
Delhi,33.77,76.48,9.21,33.16,23.14,29.71,0.75,13.05,26.46,86.0,Satisfactory,2019-07-17
Delhi,36.27,78.43,15.78,42.85,33.61,30.75,0.84,13.43,18.58,84.0,Satisfactory,2019-07-18
Delhi,57.74,147.18,39.97,44.03,54.03,32.43,1.08,12.95,42.08,129.0,Moderate,2019-07-19
Delhi,42.3,112.64,21.38,46.76,40.29,35.88,0.97,12.58,12.57,123.0,Moderate,2019-07-20
Delhi,47.33,98.99,28.92,36.92,41.22,38.95,1.12,11.05,15.33,109.0,Moderate,2019-07-21
Delhi,64.22,116.7,36.12,29.68,43.22,45.62,1.22,8.68,25.95,108.0,Moderate,2019-07-22
Delhi,66.84,150.14,33.55,46.9,50.31,45.16,1.43,8.58,15.69,119.0,Moderate,2019-07-23
Delhi,64.23,149.76,20.1,49.98,40.97,45.51,1.01,10.77,11.98,147.0,Moderate,2019-07-24
Delhi,22.17,61.75,20.19,47.49,39.71,36.24,0.83,9.9,8.13,90.0,Satisfactory,2019-07-25
Delhi,32.48,58.27,15.81,40.68,33.02,44.84,0.89,9.66,22.33,79.0,Satisfactory,2019-07-26
Delhi,24.27,41.9,22.19,40.69,37.24,48.16,1.02,9.9,15.83,66.0,Satisfactory,2019-07-27
Delhi,16.28,39.68,9.47,25.5,19.29,44.5,0.65,8.94,17.63,58.0,Satisfactory,2019-07-28
Delhi,14.68,49.01,10.19,29.65,22.08,40.01,0.72,8.26,20.9,50.0,Good,2019-07-29
Delhi,22.57,63.94,12.12,35.82,26.95,44.64,0.81,9.59,24.14,60.0,Satisfactory,2019-07-30
Delhi,23.04,61.12,9.02,31.09,21.89,43.51,0.76,6.74,29.95,68.0,Satisfactory,2019-07-31
Delhi,27.55,67.55,14.16,38.56,30.06,40.66,0.79,5.56,25.97,67.0,Satisfactory,2019-08-01
Delhi,33.94,76.89,12.73,36.03,27.55,40.23,0.93,5.28,29.78,80.0,Satisfactory,2019-08-02
Delhi,34.6,69.64,13.24,39.8,29.96,41.8,0.89,6.57,12.11,88.0,Satisfactory,2019-08-03
Delhi,46.16,81.17,17.8,38.88,33.21,40.54,1.06,8.23,30.24,111.0,Moderate,2019-08-04
Delhi,53.6,99.64,25.21,42.0,40.91,44.94,1.18,6.84,18.7,94.0,Satisfactory,2019-08-05
Delhi,34.68,63.16,23.48,43.28,40.12,45.79,1.12,5.82,8.42,90.0,Satisfactory,2019-08-06
Delhi,32.92,68.61,33.89,37.66,45.64,43.21,1.23,9.06,29.32,130.0,Moderate,2019-08-07
Delhi,17.73,55.69,13.63,32.3,26.3,36.82,0.85,8.84,21.1,63.0,Satisfactory,2019-08-08
Delhi,7.99,47.16,9.56,20.49,16.69,27.98,0.67,8.46,21.38,57.0,Satisfactory,2019-08-09
Delhi,12.71,39.16,11.53,21.7,18.93,29.68,0.69,5.51,15.78,45.0,Good,2019-08-10
Delhi,20.76,57.82,15.99,28.94,26.43,30.42,0.78,6.12,13.21,55.0,Satisfactory,2019-08-11
Delhi,29.47,58.55,14.42,28.54,24.95,31.29,1.04,5.68,13.35,63.0,Satisfactory,2019-08-12
Delhi,19.91,53.2,20.0,25.08,27.66,37.13,0.95,6.17,38.05,80.0,Satisfactory,2019-08-13
Delhi,41.02,61.35,16.17,34.64,29.61,40.64,1.2,8.41,53.14,106.0,Moderate,2019-08-14
Delhi,29.6,56.85,25.59,31.21,35.42,38.35,1.08,7.51,54.77,90.0,Satisfactory,2019-08-15
Delhi,11.38,34.57,11.28,23.69,19.82,30.62,0.71,8.95,44.0,55.0,Satisfactory,2019-08-16
Delhi,7.5,21.27,14.35,14.96,17.67,25.37,0.66,8.74,48.07,55.0,Satisfactory,2019-08-17
Delhi,24.75,42.6,19.62,23.18,26.34,24.45,1.02,8.52,49.17,65.0,Satisfactory,2019-08-18
Delhi,42.88,84.9,26.51,28.45,34.69,26.69,1.17,8.91,49.58,92.0,Satisfactory,2019-08-19
Delhi,43.31,88.91,22.49,29.14,31.84,36.68,1.1,8.66,55.31,96.0,Satisfactory,2019-08-20
Delhi,44.03,122.5,11.33,29.09,22.71,41.38,0.99,8.4,55.82,98.0,Satisfactory,2019-08-21
Delhi,40.18,119.44,29.67,46.18,46.7,41.0,1.25,9.36,44.45,115.0,Moderate,2019-08-22
Delhi,49.95,128.26,37.17,38.64,48.86,41.93,1.29,10.4,44.14,116.0,Moderate,2019-08-23
Delhi,61.41,137.69,31.7,43.17,46.81,47.83,1.49,9.72,50.47,127.0,Moderate,2019-08-24
Delhi,29.12,59.42,15.49,30.62,26.92,40.52,0.91,10.56,45.4,97.0,Satisfactory,2019-08-25
Delhi,17.76,55.36,20.9,29.29,30.6,34.06,0.92,10.78,43.56,62.0,Satisfactory,2019-08-26
Delhi,28.83,81.19,27.78,34.14,38.8,30.8,1.06,12.02,45.32,77.0,Satisfactory,2019-08-27
Delhi,35.67,90.5,32.09,36.39,43.53,32.84,1.12,9.5,43.52,95.0,Satisfactory,2019-08-28
Delhi,33.41,78.08,15.52,32.36,27.87,37.86,0.85,7.62,41.69,82.0,Satisfactory,2019-08-29
Delhi,30.45,78.4,13.17,33.46,26.52,33.13,0.88,7.82,40.26,73.0,Satisfactory,2019-08-30
Delhi,58.21,107.96,12.77,33.74,26.37,33.4,1.29,8.92,49.5,90.0,Satisfactory,2019-08-31
Delhi,27.69,69.03,15.01,37.29,30.09,38.15,0.89,10.25,47.97,105.0,Moderate,2019-09-01
Delhi,48.95,96.52,13.63,26.64,23.28,34.42,1.02,10.44,48.74,85.0,Satisfactory,2019-09-02
Delhi,71.64,133.45,10.31,47.9,31.84,36.41,1.12,9.86,32.49,122.0,Moderate,2019-09-03
Delhi,73.21,137.02,10.09,29.73,22.04,39.65,1.11,9.73,34.78,160.0,Moderate,2019-09-04
Delhi,28.0,75.17,16.86,33.07,29.34,35.54,0.94,9.24,14.75,98.0,Satisfactory,2019-09-05
Delhi,28.4,74.41,16.52,30.74,27.81,34.43,0.93,10.45,19.04,76.0,Satisfactory,2019-09-06
Delhi,28.84,74.02,17.73,29.64,28.18,30.36,0.94,8.47,19.81,73.0,Satisfactory,2019-09-07
Delhi,35.94,79.29,11.85,25.46,21.19,34.27,0.9,12.22,48.81,123.0,Moderate,2019-09-08
Delhi,65.76,127.3,14.1,31.31,26.15,38.33,1.07,8.34,38.85,106.0,Moderate,2019-09-09
Delhi,71.09,142.62,22.63,42.62,39.02,46.92,1.17,10.56,69.92,179.0,Moderate,2019-09-10
Delhi,80.04,170.93,29.28,52.41,49.63,45.39,1.37,8.91,49.32,186.0,Moderate,2019-09-11
Delhi,54.85,115.71,18.61,46.24,37.78,47.11,1.01,13.14,11.44,138.0,Moderate,2019-09-12
Delhi,29.11,72.27,15.22,34.58,28.81,38.5,0.87,11.72,17.86,84.0,Satisfactory,2019-09-13
Delhi,22.85,60.79,9.31,23.72,18.22,30.64,0.77,13.43,22.19,66.0,Satisfactory,2019-09-14
Delhi,33.72,70.39,17.81,26.9,26.84,31.08,0.95,13.3,18.27,71.0,Satisfactory,2019-09-15
Delhi,67.0,132.42,18.59,27.29,27.69,34.52,1.22,10.66,40.49,129.0,Moderate,2019-09-16
Delhi,59.57,132.48,10.5,25.13,19.92,35.86,1.09,13.64,49.71,167.0,Moderate,2019-09-17
Delhi,33.89,98.79,9.78,20.43,16.84,31.72,0.89,11.95,39.19,111.0,Moderate,2019-09-18
Delhi,19.72,59.71,8.6,15.03,12.99,27.61,0.77,12.02,22.99,74.0,Satisfactory,2019-09-19
Delhi,33.5,92.4,16.97,22.25,23.67,24.38,0.96,10.84,16.32,79.0,Satisfactory,2019-09-20
Delhi,39.11,88.66,15.84,18.73,20.9,26.86,1.0,12.15,22.26,100.0,Satisfactory,2019-09-21
Delhi,22.64,60.5,15.11,17.9,19.83,27.09,0.83,11.0,12.47,74.0,Satisfactory,2019-09-22
Delhi,29.11,74.43,15.93,18.39,20.78,27.22,1.01,13.18,28.15,92.0,Satisfactory,2019-09-23
Delhi,38.15,93.24,20.55,23.6,27.35,28.58,1.0,10.83,25.67,95.0,Satisfactory,2019-09-24
Delhi,26.1,73.83,16.71,23.4,24.05,28.61,0.91,10.04,23.74,86.0,Satisfactory,2019-09-25
Delhi,17.58,52.28,12.18,17.47,17.23,25.87,0.81,11.34,14.61,64.0,Satisfactory,2019-09-26
Delhi,10.52,41.72,12.1,18.57,18.34,22.76,0.82,13.15,12.88,72.0,Satisfactory,2019-09-27
Delhi,16.27,47.82,12.17,24.59,23.0,25.4,0.69,12.76,13.66,52.0,Satisfactory,2019-09-28
Delhi,27.73,74.17,22.16,32.67,35.45,21.13,1.26,8.96,17.42,55.0,Satisfactory,2019-09-30
Delhi,29.85,77.33,24.19,31.94,36.71,23.09,0.99,7.41,17.77,86.0,Satisfactory,2019-10-01
Delhi,46.35,97.15,27.9,32.33,39.92,23.34,1.09,12.62,50.35,120.0,Moderate,2019-10-02
Delhi,52.5,122.02,37.44,41.53,52.63,24.35,1.26,11.35,57.13,171.0,Moderate,2019-10-03
Delhi,46.89,97.45,16.19,38.97,33.91,26.01,1.03,10.23,34.78,110.0,Moderate,2019-10-04
Delhi,45.26,105.5,16.51,33.7,31.38,25.19,1.09,9.56,42.28,108.0,Moderate,2019-10-05
Delhi,59.74,132.42,9.01,36.18,26.59,26.62,1.04,11.5,51.1,136.0,Moderate,2019-10-06
Delhi,61.61,137.29,3.75,31.55,19.84,26.01,0.98,11.84,42.51,125.0,Moderate,2019-10-07
Delhi,58.84,123.6,12.36,30.83,26.48,28.06,0.98,11.72,52.26,122.0,Moderate,2019-10-08
Delhi,105.11,208.0,72.24,47.11,84.0,30.96,1.76,14.01,67.79,213.0,Poor,2019-10-09
Delhi,95.92,194.3,34.88,51.3,55.72,32.38,1.34,11.13,81.97,229.0,Poor,2019-10-10
Delhi,106.12,195.75,38.83,54.92,60.87,35.13,1.47,11.25,38.86,241.0,Poor,2019-10-11
Delhi,107.91,200.5,35.65,52.22,56.84,39.78,1.6,13.87,51.97,264.0,Poor,2019-10-12
Delhi,143.09,249.51,54.69,52.63,72.6,42.32,1.81,11.71,51.03,301.0,Very Poor,2019-10-13
Delhi,115.22,218.64,46.13,51.61,65.16,39.64,1.72,11.17,51.52,302.0,Very Poor,2019-10-14
Delhi,157.18,297.98,66.51,60.25,86.31,43.55,2.57,12.06,66.33,309.0,Very Poor,2019-10-15
Delhi,147.39,276.5,47.2,58.63,69.69,43.19,1.76,12.8,47.25,330.0,Very Poor,2019-10-16
Delhi,120.33,230.15,29.22,52.37,51.66,38.03,1.43,13.92,39.34,308.0,Very Poor,2019-10-17
Delhi,95.26,206.02,17.93,45.83,38.96,36.71,1.17,12.53,36.92,281.0,Poor,2019-10-18
Delhi,81.11,170.93,30.51,51.4,52.21,32.35,1.36,16.45,49.34,186.0,Moderate,2019-10-19
Delhi,115.81,205.92,18.66,43.91,37.62,36.07,1.39,14.57,50.47,282.0,Poor,2019-10-20
Delhi,127.74,236.28,21.12,46.12,41.76,35.16,1.44,10.85,57.29,291.0,Poor,2019-10-21
Delhi,105.06,217.86,34.82,51.53,53.43,36.52,1.5,12.42,50.09,274.0,Poor,2019-10-22
Delhi,140.09,286.66,42.87,39.16,55.85,47.74,2.44,18.31,48.99,272.0,Poor,2019-10-23
Delhi,195.39,382.07,58.57,75.53,87.94,58.57,4.21,20.09,86.56,342.0,Very Poor,2019-10-24
Delhi,140.59,281.23,48.95,57.81,70.7,50.88,2.1,16.93,58.47,334.0,Very Poor,2019-10-25
Delhi,166.48,303.7,52.01,61.55,74.97,53.27,2.23,14.37,51.64,325.0,Very Poor,2019-10-26
Delhi,243.27,363.45,50.69,55.04,70.54,50.38,2.23,18.66,47.06,363.0,Very Poor,2019-10-27
Delhi,384.82,446.95,34.04,62.12,60.78,53.25,1.79,27.58,44.23,481.0,Severe,2019-10-28
Delhi,329.0,474.06,175.95,70.82,181.3,55.89,2.85,16.52,18.72,452.0,Severe,2019-10-29
Delhi,311.95,478.15,169.3,107.6,195.3,64.44,3.18,15.8,27.47,461.0,Severe,2019-10-30
Delhi,333.86,491.27,88.09,64.43,106.08,73.06,3.24,16.24,26.99,449.0,Severe,2019-10-31
Delhi,444.56,617.56,62.31,72.32,89.12,73.44,3.0,18.75,42.01,604.0,Severe,2019-11-01
Delhi,335.81,465.23,29.36,44.89,47.74,68.42,1.82,14.92,22.73,489.0,Severe,2019-11-02
Delhi,575.61,683.29,26.01,43.64,44.41,65.86,2.37,11.02,19.83,694.0,Severe,2019-11-03
Delhi,284.58,383.59,27.6,35.53,41.73,51.86,1.53,11.52,35.49,519.0,Severe,2019-11-04
Delhi,216.79,313.12,33.84,32.81,45.08,45.52,1.51,15.9,44.04,411.0,Severe,2019-11-05
Delhi,102.26,217.71,58.2,44.25,71.08,43.07,1.27,13.38,27.47,272.0,Poor,2019-11-06
Delhi,241.08,365.38,40.21,49.71,59.22,50.23,1.58,17.46,8.4,332.0,Very Poor,2019-11-07
Delhi,187.56,289.59,69.67,44.52,80.53,50.93,1.87,16.66,33.07,382.0,Very Poor,2019-11-08
Delhi,162.28,254.99,31.77,31.32,42.56,45.55,1.46,10.62,34.79,344.0,Very Poor,2019-11-09
Delhi,229.79,329.08,20.56,35.1,35.98,45.2,1.45,18.23,42.67,366.0,Very Poor,2019-11-10
Delhi,309.78,436.12,33.53,47.71,52.71,52.24,2.54,16.27,48.94,408.0,Severe,2019-11-11
Delhi,447.79,576.19,35.32,53.71,57.37,54.19,3.35,17.47,22.32,510.0,Severe,2019-11-12
Delhi,448.38,601.12,64.85,70.02,90.16,54.74,2.83,17.92,33.75,588.0,Severe,2019-11-13
Delhi,463.41,654.58,92.93,94.43,125.96,56.57,3.91,18.83,15.18,630.0,Severe,2019-11-14
Delhi,478.96,634.24,40.0,51.38,59.95,57.91,2.29,13.98,34.25,722.0,Severe,2019-11-15
Delhi,204.15,332.46,17.42,31.2,30.8,54.0,1.13,11.62,31.71,485.0,Severe,2019-11-16
Delhi,112.43,188.27,8.14,20.77,17.68,43.5,0.59,12.9,32.25,311.0,Very Poor,2019-11-17
Delhi,126.95,210.65,28.14,28.23,37.95,41.56,1.0,10.75,34.48,298.0,Poor,2019-11-18
Delhi,157.82,262.75,71.44,41.65,80.4,43.49,1.82,15.9,32.05,299.0,Poor,2019-11-19
Delhi,196.75,319.93,76.48,49.17,88.51,47.08,2.57,15.99,37.55,340.0,Very Poor,2019-11-20
Delhi,280.69,458.8,41.32,73.76,72.91,55.51,4.63,20.72,66.77,408.0,Severe,2019-11-21
Delhi,263.99,404.91,62.71,59.62,82.83,58.46,3.38,18.51,49.06,414.0,Severe,2019-11-22
Delhi,174.27,296.72,29.01,39.36,44.58,56.66,1.58,14.7,21.09,379.0,Very Poor,2019-11-23
Delhi,132.22,229.65,10.74,30.68,25.08,51.44,1.22,13.82,33.55,321.0,Very Poor,2019-11-24
Delhi,167.71,292.67,36.24,39.09,50.35,49.54,1.98,17.43,49.69,319.0,Very Poor,2019-11-25
Delhi,142.3,288.2,74.73,37.32,80.78,51.74,1.83,22.4,74.72,339.0,Very Poor,2019-11-26
